Function	Provider	MEASURE	Measure	LOCATION	Country	Year	Unit Code	Unit	Value
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2016	PC	Percentage	1.632
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2017	PC	Percentage	1.618
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2018	PC	Percentage	1.638
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2010	PC	Percentage	0.146
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2011	PC	Percentage	0.137
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2012	PC	Percentage	0.139
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2013	PC	Percentage	0.136
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2014	PC	Percentage	0.129
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2015	PC	Percentage	0.127
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2016	PC	Percentage	0.129
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2017	PC	Percentage	0.126
Governance and health system and financing administration	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2018	PC	Percentage	0.124
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2010	PC	Percentage	0.023
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2011	PC	Percentage	0.029
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2012	PC	Percentage	0.02
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2013	PC	Percentage	0.022
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2014	PC	Percentage	0.015
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2015	PC	Percentage	0.014
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2016	PC	Percentage	0.014
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2017	PC	Percentage	0.035
Other health care services unknown	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2018	PC	Percentage	0.035
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2010	PC	Percentage	0.279
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2011	PC	Percentage	0.227
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2012	PC	Percentage	0.235
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2013	PC	Percentage	0.255
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2014	PC	Percentage	0.251
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2015	PC	Percentage	0.26
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2016	PC	Percentage	0.272
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2017	PC	Percentage	0.273
Long-term care (health)	All providers	PARPIB	Share of gross domestic product	CAN	Canada	2018	PC	Percentage	0.28
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	GBR	United Kingdom	2013	PC	Percentage	0.176
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	GBR	United Kingdom	2014	PC	Percentage	0.177
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	GBR	United Kingdom	2015	PC	Percentage	0.174
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	GBR	United Kingdom	2016	PC	Percentage	0.174
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	GBR	United Kingdom	2017	PC	Percentage	0.176
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2010	PC	Percentage	1.713
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	1.708
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	1.767
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2013	PC	Percentage	1.759
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2014	PC	Percentage	1.799
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2015	PC	Percentage	1.786
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2010	PC	Percentage	1.065
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	1.056
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	1.036
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2013	PC	Percentage	1.017
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2014	PC	Percentage	1.007
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2015	PC	Percentage	1.035
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2010	PC	Percentage	0.476
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	0.506
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	0.527
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2013	PC	Percentage	0.551
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2014	PC	Percentage	0.564
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2015	PC	Percentage	0.566
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2010	PC	Percentage	0.719
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2011	PC	Percentage	0.712
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2012	PC	Percentage	0.709
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2013	PC	Percentage	0.724
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2014	PC	Percentage	0.731
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2015	PC	Percentage	0.724
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2016	PC	Percentage	0.718
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2017	PC	Percentage	0.71
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2010	PC	Percentage	3.167
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	3.191
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	3.264
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2013	PC	Percentage	3.272
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2014	PC	Percentage	3.288
Outpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2015	PC	Percentage	3.244
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2010	PC	Percentage	0.041
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2011	PC	Percentage	0.04
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2012	PC	Percentage	0.039
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2013	PC	Percentage	0.039
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2014	PC	Percentage	0.039
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2015	PC	Percentage	0.035
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2016	PC	Percentage	0.034
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2017	PC	Percentage	0.034
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	0.001
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	0.002
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2014	PC	Percentage	0.002
Medical goods (non-specified by function)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2015	PC	Percentage	0.002
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2010	PC	Percentage	0.21
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2011	PC	Percentage	0.207
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2012	PC	Percentage	0.212
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2013	PC	Percentage	0.214
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2014	PC	Percentage	0.211
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2015	PC	Percentage	0.21
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2016	PC	Percentage	0.21
Ancillary services (non-specified by function)	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2017	PC	Percentage	0.209
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2010	PC	Percentage	0.135
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2011	PC	Percentage	0.124
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2012	PC	Percentage	0.136
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2013	PC	Percentage	0.141
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2014	PC	Percentage	0.137
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2015	PC	Percentage	0.131
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2016	PC	Percentage	0.143
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	AUT	Austria	2017	PC	Percentage	0.143
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2010	PC	Percentage	7.025
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2011	PC	Percentage	6.972
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	ISR	Israel	2012	PC	Percentage	7.108
